,trigram,trigram_d_freq,trigram_r_freq,trigram_total
107507,unit state today,28,29,57
107508,unit state togeth,2,3,5
107509,unit state told,5,5,10
107510,unit state took,5,6,11
107511,unit state total,3,4,7
107512,unit state trade,12,5,17
107513,unit state tragic,2,2,4
107514,unit state train,5,4,9
107515,unit state transport,3,4,7
107516,unit state travel,2,3,5
107517,unit state treasuri,6,8,14
107518,unit state treati,3,2,5
107519,unit state tri,8,10,18
107520,unit state trial,8,3,11
107521,unit state trillion,3,4,7
107522,unit state true,2,2,4
107523,unit state trust,3,3,6
107524,unit state turn,6,9,15
107525,unit state two,5,11,16
107526,unit state ukrain,3,2,5
107527,unit state ultim,4,2,6
107528,unit state undermin,2,5,7
107529,unit state understand,6,6,12
107530,unit state unfortun,6,7,13
107531,unit state unilater,2,5,7
107532,unit state unit,27,18,45
107533,unit state unlaw,2,12,14
107534,unit state upheld,2,2,4
107535,unit state upon,2,2,4
107536,unit state urg,8,5,13
107537,unit state us,14,17,31
107538,unit state use,17,26,43
107539,unit state v,13,6,19
107540,unit state valu,5,2,7
107541,unit state ve,2,5,7
107542,unit state vietnam,5,2,7
107543,unit state view,3,3,6
107544,unit state visa,2,5,7
107545,unit state vital,3,4,7
107546,unit state voic,2,2,4
107547,unit state vote,10,3,13
107548,unit state wait,3,3,6
107549,unit state want,23,26,49
107550,unit state war,3,5,8
107551,unit state watch,4,3,7
107552,unit state way,12,11,23
107553,unit state week,3,5,8
107554,unit state well,15,24,39
107555,unit state went,3,4,7
107556,unit state western,4,3,7
107557,unit state whether,10,13,23
107558,unit state whole,3,4,7
107559,unit state whose,6,4,10
107560,unit state will,2,6,8
107561,unit state wish,3,5,8
107562,unit state without,12,19,31
107563,unit state women,5,2,7
107564,unit state word,4,6,10
107565,unit state work,29,20,49
107566,unit state world,31,29,60
107567,unit state would,74,94,168
107568,unit state wrong,3,2,5
107569,unit state year,35,41,76
107570,unit state yet,9,10,19
107571,unit state yield,13,12,25
107572,unit state young,5,4,9
107573,unit statesisrael strateg,4,3,7
107574,unit unit state,2,6,8
107575,unit way board,2,2,4
107576,unit way central,2,3,5
107577,unit way worldwid,5,2,7
107578,univers across countri,7,7,14
107579,univers across unit,2,2,4
107580,univers alabama birmingham,9,4,13
107581,univers alaska fairbank,4,5,9
107582,univers alma mater,3,6,9
107583,univers also serv,2,2,4
107584,univers bachelor art,2,2,4
107585,univers bachelor degre,16,4,20
107586,univers bachelor scienc,2,5,7
107587,univers background check,51,9,60
107588,univers california berkeley,46,11,57
107589,univers california davi,37,6,43
107590,univers california irvin,2,6,8
107591,univers california lo,17,6,23
107592,univers california riversid,5,5,10
107593,univers california san,18,10,28
107594,univers california santa,17,6,23
107595,univers central florida,38,12,50
107596,univers chicago law,5,3,8
107597,univers commun colleg,2,2,4
107598,univers declar human,4,10,14
107599,univers earn bachelor,4,3,7
107600,univers earn master,5,3,8
107601,univers east anglia,2,2,4
107602,univers florida colleg,2,2,4
107603,univers florida florida,2,2,4
107604,univers florida institut,4,2,6
107605,univers georgia law,3,4,7
107606,univers graduat bachelor,4,2,6
107607,univers graduat degre,4,2,6
107608,univers health care,11,4,15
107609,univers home state,4,3,7
107610,univers human right,8,6,14
107611,univers illinoi urbanachampaign,5,6,11
107612,univers juri doctor,2,3,5
107613,univers law center,10,3,13
107614,univers law school,25,11,36
107615,univers long beach,2,3,5
107616,univers main farmington,7,3,10
107617,univers major histori,2,2,4
107618,univers massachusett amherst,5,2,7
107619,univers master art,4,2,6
107620,univers master degre,18,5,23
107621,univers medic center,6,9,15
107622,univers medic school,5,3,8
107623,univers men basketbal,2,5,7
107624,univers michigan ann,3,2,5
107625,univers michigan law,3,2,5
107626,univers mississippi medic,3,4,7
107627,univers mississippi school,2,4,6
107628,univers mr speaker,7,2,9
107629,univers nevada la,12,9,21
107630,univers nevada reno,8,12,20
107631,univers new hampshir,9,7,16
107632,univers new jersey,5,4,9
107633,univers new mexico,11,3,14
107634,univers new orlean,6,2,8
107635,univers new york,22,8,30
107636,univers nonprofit research,2,4,6
107637,univers north carolina,22,13,35
107638,univers north dakota,6,3,9
107639,univers northern iowa,4,2,6
107640,univers notr dame,9,11,20
107641,univers pennsylvania law,9,2,11
107642,univers profession associ,2,2,4
107643,univers puerto rico,17,5,22
107644,univers receiv bachelor,3,2,5
107645,univers receiv master,4,2,6
107646,univers rhode island,9,2,11
107647,univers san diego,2,3,5
107648,univers san francisco,12,2,14
107649,univers school law,27,9,36
107650,univers school medicin,10,3,13
107651,univers serv countri,3,3,6
107652,univers servic fund,4,2,6
107653,univers south carolina,10,22,32
107654,univers south dakota,4,15,19
107655,univers south florida,14,16,30
107656,univers southern california,21,17,38
107657,univers southern main,2,3,5
107658,univers southern mississippi,14,6,20
107659,univers tennesse knoxvil,2,7,9
107660,univers tennesse univers,2,2,4
107661,univers texa arlington,6,10,16
107662,univers texa austin,10,10,20
107663,univers texa el,2,2,4
107664,univers texa school,2,2,4
107665,univers unit state,9,15,24
107666,univers univers texa,2,2,4
107667,univers virginia school,3,2,5
107668,univers washington dc,13,4,17
107669,unlaw act safeti,2,2,4
107670,unlaw evict foreclosur,4,2,6
107671,unleash entrepreneuri spirit,3,4,7
107672,unless congress act,31,9,40
107673,unless congress take,5,2,7
107674,unless feder govern,4,3,7
107675,unless health care,3,2,5
107676,unless take action,4,3,7
107677,unless unit state,2,3,5
107678,unlimit amount money,4,2,6
107679,unlock cell phone,22,9,31
107680,unlock consum choic,3,3,6
107681,unman aerial vehicl,8,7,15
107682,unnecessari govern shutdown,16,3,19
107683,unnecessari war iraq,4,2,6
107684,unpopular american peopl,4,4,8
107685,unpreced delay obstruct,2,3,5
107686,unreason search seizur,6,12,18
107687,unreport unregul fish,3,2,5
107688,unsubsid stafford loan,3,8,11
107689,unsung hero award,2,2,4
107690,untest rape kit,10,15,25
107691,unum mani one,2,5,7
107692,unwant sexual contact,27,3,30
107693,unwav commit servic,4,2,6
107694,upcom nation day,4,5,9
107695,updat electron commun,3,3,6
107696,updat law ensur,2,2,4
107697,upheld afford care,2,2,4
107698,upheld suprem court,39,9,48
107699,uphold constitut unit,4,15,19
107700,uphold highest standard,4,2,6
107701,uphold rule law,5,9,14
107702,upon american peopl,3,13,16
107703,upon countri found,3,2,5
107704,upon feder govern,2,4,6
107705,upon graduat univers,2,7,9
107706,upon health care,2,2,4
107707,upon major leader,2,4,6
107708,upon million american,5,6,11
107709,upon mr speaker,5,2,7
107710,upon obama administr,4,2,6
107711,upon occas retir,8,11,19
107712,upon presid obama,2,2,4
107713,upon probabl caus,5,7,12
107714,upon republican democrat,2,2,4
107715,upon return home,10,7,17
107716,upon return unit,2,5,7
107717,upon second amend,2,3,5
107718,upon tabl interven,456,38,494
107719,upon tabl presid,17,3,20
107720,upon tabl senat,17,2,19
107721,upon unit state,6,9,15
107722,upon us congress,4,4,8
107723,upon use yield,81,6,87
107724,upordown vote amend,6,7,13
107725,upordown vote legisl,4,3,7
107726,upordown vote nomin,11,3,14
107727,upordown vote presid,9,2,11
107728,upordown vote senat,10,5,15
107729,upordown vote vote,2,2,4
107730,upordown vote would,4,2,6
107731,upper darbi high,3,5,8
107732,upper mississippi river,6,2,8
107733,upper peninsula michigan,6,3,9
107734,upper st anthoni,7,7,14
107735,upstat new york,56,20,76
107736,upton chairman pitt,3,6,9
107737,upton energi commerc,3,2,5
107738,upton rank member,12,8,20
107739,upward mobil america,2,2,4
107740,urban affair author,45,9,54
107741,urban affair committe,10,2,12
107742,urban affair discharg,3,2,5
107743,urban affair subcommitte,29,2,31
107744,urban area secur,7,13,20
107745,urban develop appropri,15,8,23
107746,urban develop bill,7,3,10
107747,urban develop hud,13,2,15
107748,urban develop relat,6,3,9
107749,urban search rescu,4,4,8
107750,urg adopt amend,26,24,50
107751,urg adopt mr,2,6,8
107752,urg adopt reserv,6,11,17
107753,urg adopt yield,9,16,25
107754,urg aye vote,18,16,34
107755,urg colleagu across,2,2,4
107756,urg colleagu adopt,11,8,19
107757,urg colleagu allow,9,3,12
107758,urg colleagu also,2,2,4
107759,urg colleagu amend,2,2,4
107760,urg colleagu bipartisan,3,2,5
107761,urg colleagu come,16,6,22
107762,urg colleagu congress,3,2,5
107763,urg colleagu consid,6,6,12
107764,urg colleagu continu,6,3,9
107765,urg colleagu cosponsor,15,6,21
107766,urg colleagu defeat,24,5,29
107767,urg colleagu democrat,7,6,13
107768,urg colleagu everyth,2,3,5
107769,urg colleagu get,4,5,9
107770,urg colleagu help,7,6,13
107771,urg colleagu hous,19,31,50
107772,urg colleagu join,273,177,450
107773,urg colleagu keep,3,2,5
107774,urg colleagu let,13,8,21
107775,urg colleagu look,10,11,21
107776,urg colleagu make,3,5,8
107777,urg colleagu mr,2,2,4
107778,urg colleagu oppos,123,58,181
107779,urg colleagu pass,19,16,35
107780,urg colleagu pleas,6,4,10
107781,urg colleagu put,11,3,14
107782,urg colleagu read,3,2,5
107783,urg colleagu recogn,6,4,10
107784,urg colleagu reject,61,24,85
107785,urg colleagu republican,5,7,12
107786,urg colleagu reserv,3,4,7
107787,urg colleagu say,4,2,6
107788,urg colleagu senat,18,5,23
107789,urg colleagu side,76,43,119
107790,urg colleagu sign,3,6,9
107791,urg colleagu stand,20,13,33
107792,urg colleagu stop,6,2,8
107793,urg colleagu support,610,673,1283
107794,urg colleagu take,21,10,31
107795,urg colleagu think,6,2,8
107796,urg colleagu today,2,4,6
107797,urg colleagu understand,3,6,9
107798,urg colleagu vote,351,230,581
107799,urg colleagu well,4,7,11
107800,urg colleagu work,23,6,29
107801,urg colleagu yield,6,3,9
107802,urg congress pass,4,2,6
107803,urg congress take,3,2,5
107804,urg defeat amend,9,7,16
107805,urg everi member,5,7,12
107806,urg everi one,2,2,4
107807,urg everyon support,4,4,8
107808,urg fellow member,3,3,6
107809,urg fellow senat,17,2,19
107810,urg friend side,4,3,7
107811,urg full support,3,3,6
107812,urg hous act,6,2,8
107813,urg hous colleagu,2,4,6
107814,urg hous pass,5,7,12
107815,urg hous repres,4,6,10
107816,urg major leader,10,19,29
107817,urg member congress,8,4,12
107818,urg member defeat,2,2,4
107819,urg member hous,4,8,12
107820,urg member join,4,17,21
107821,urg member oppos,6,8,14
107822,urg member side,3,2,5
107823,urg member support,23,77,100
107824,urg member vote,31,23,54
107825,urg opposit amend,7,6,13
107826,urg passag amend,2,5,7
107827,urg passag bill,3,24,27
107828,urg passag hr,4,19,23
107829,urg passag import,2,2,4
107830,urg passag yield,4,6,10
107831,urg peopl vote,5,2,7
107832,urg presid continu,2,2,4
107833,urg presid obama,5,9,14
107834,urg reject yield,2,2,4
107835,urg senat act,6,6,12
107836,urg senat colleagu,5,2,7
107837,urg senat join,4,3,7
107838,urg senat pass,8,5,13
107839,urg senat support,7,4,11
107840,urg senat take,8,5,13
107841,urg senat vote,7,2,9
107842,urg strong ye,2,3,5
107843,urg support amend,25,23,48
107844,urg support bill,8,15,23
107845,urg support colleagu,2,2,4
107846,urg support hr,7,10,17
107847,urg support import,2,2,4
107848,urg support legisl,2,6,8
107849,urg support reserv,4,2,6
107850,urg swift passag,2,6,8
107851,urg unit state,4,5,9
107852,urg us govern,2,3,5
107853,urg us move,2,4,6
107854,urg vote amend,11,21,32
107855,urg vote bill,15,2,17
107856,urg vote hr,5,2,7
107857,urg vote yield,5,14,19
107858,urg ye vote,31,53,84
107859,us achiev goal,3,3,6
107860,us across aisl,2,2,4
107861,us address issu,3,4,7
107862,us address problem,2,3,5
107863,us address real,2,2,4
107864,us afford care,3,3,6
107865,us agenc intern,23,9,32
107866,us agricultur export,3,5,8
107867,us agricultur product,3,2,5
107868,us air forc,84,92,176
107869,us allow us,3,3,6
107870,us alreadi know,3,2,5
107871,us also rememb,4,3,7
107872,us alway rememb,7,2,9
107873,us ambassador unit,2,3,5
107874,us american peopl,13,22,35
107875,us anoth one,2,2,4
107876,us arm forc,45,27,72
107877,us armi air,24,49,73
107878,us armi armi,3,3,6
107879,us armi corp,23,25,48
107880,us armi infantri,2,2,4
107881,us armi korean,5,2,7
107882,us armi mr,2,3,5
107883,us armi offic,3,7,10
107884,us armi reserv,6,17,23
107885,us armi retir,3,11,14
107886,us armi sergeant,5,3,8
107887,us armi serv,7,5,12
107888,us armi unit,3,2,5
107889,us armi us,3,2,5
107890,us armi veteran,3,8,11
107891,us armi war,2,2,4
107892,us armi world,14,5,19
107893,us armi year,2,2,4
107894,us around world,9,7,16
107895,us ask unanim,2,2,4
107896,us attorney district,20,4,24
107897,us attorney eastern,13,2,15
107898,us attorney gener,4,3,7
107899,us attorney minnesota,19,4,23
107900,us attorney northern,9,3,12
107901,us attorney offic,75,28,103
107902,us attorney southern,12,7,19
107903,us attorney us,7,2,9
107904,us attorney year,6,3,9
107905,us back track,2,2,4
107906,us back would,3,2,5
107907,us balanc budget,4,5,9
107908,us believ import,4,2,6
107909,us best way,2,2,4
107910,us better place,3,3,6
107911,us better understand,5,3,8
107912,us bill work,2,2,4
107913,us bill would,2,4,6
107914,us billion billion,2,2,4
107915,us billion dollar,3,2,5
107916,us billion year,4,2,6
107917,us bipartisan basi,3,2,5
107918,us bipartisan effort,6,2,8
107919,us bipartisan manner,3,2,5
107920,us bipartisan way,2,2,4
107921,us border patrol,4,18,22
107922,us borrow money,3,4,7
107923,us bring bill,5,3,8
107924,us bring floor,4,2,6
107925,us budget committe,2,2,4
107926,us ca nt,16,18,34
107927,us capitol polic,15,6,21
107928,us carbon dioxid,2,4,6
107929,us censu bureau,7,9,16
107930,us chamber commerc,90,61,151
107931,us chanc make,4,2,6
107932,us chanc vote,6,4,10
107933,us children grandchildren,3,2,5
107934,us circuit court,6,8,14
107935,us citizen legal,8,5,13
107936,us citizen live,3,4,7
107937,us citizen one,3,3,6
107938,us citizen oversea,2,3,5
107939,us citizen us,3,20,23
107940,us citizenship immigr,19,27,46
107941,us civil right,4,4,8
107942,us clean cr,2,2,4
107943,us closer goal,6,3,9
107944,us coalit forc,2,3,5
107945,us coast guard,28,27,55
107946,us come back,8,3,11
107947,us come togeth,38,26,64
107948,us commiss civil,5,13,18
107949,us commiss intern,3,17,20
107950,us competit global,2,6,8
107951,us confer cathol,19,8,27
107952,us confer mayor,21,3,24
107953,us congress come,2,2,4
107954,us congress pass,5,3,8
107955,us constitut articl,2,2,4
107956,us continu make,2,2,4
107957,us continu provid,2,2,4
107958,us continu work,4,3,7
107959,us corp engin,2,2,4
107960,us cosponsor legisl,5,2,7
107961,us could say,2,2,4
107962,us counterterror effort,2,2,4
107963,us court appeal,74,38,112
107964,us creat job,11,6,17
107965,us crude oil,8,4,12
107966,us custom border,18,20,38
107967,us custom servic,5,5,10
107968,us deeper deeper,2,2,4
107969,us deepli concern,2,2,4
107970,us democrat republican,11,4,15
107971,us depart agricultur,44,31,75
107972,us depart commerc,9,6,15
107973,us depart defens,7,3,10
107974,us depart educ,36,12,48
107975,us depart energi,17,4,21
107976,us depart health,10,12,22
107977,us depart homeland,7,10,17
107978,us depart hous,5,5,10
107979,us depart interior,8,7,15
107980,us depart justic,39,21,60
107981,us depart labor,17,8,25
107982,us depart state,12,13,25
107983,us depart transport,15,7,22
107984,us depart treasuri,8,2,10
107985,us depart veteran,7,5,12
107986,us diplomat facil,5,2,7
107987,us district court,157,27,184
107988,us district judg,41,26,67
107989,us econom growth,3,10,13
107990,us elect offic,3,2,5
